ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_addr_changed
1779937730.5075963,36,340,1.1683,135514705592320
1779937731.0420594,36,336,1.2143,135514708029440
1779937731.5742106,36,332,1.1679,135514705592320
1779937732.1063888,37,332,1.1827,135514708029440
1779937732.627847,35,328,1.2257,135514705592320
1779937733.1589804,37,334,1.1799,135514708029440
1779937733.6866093,35,324,1.1880,135514705592320
1779937734.2129881,37,334,1.2156,135514708029440
1779937734.7358327,35,328,1.2063,135514705592320
1779937735.245066,37,332,1.1809,135514708029440
1779937735.7889264,35,331,1.2059,135514705592320
1779937736.334383,37,335,1.1932,135514708029440
1779937736.8746812,35,324,1.1802,135514705592320
1779937737.4161859,37,339,1.2159,135514708029440
1779937737.9311109,36,327,1.2030,135514708029440
1779937738.4366417,36,327,1.1518,135514705592320
1779937738.9809232,36,334,1.2673,135514708029440
1779937739.5244536,36,330,1.1721,135514705592320
1779937740.034685,36,331,1.2178,135514708029440
1779937740.546031,36,331,1.2018,135514705592320
1779937741.047633,36,331,1.2147,135514708029440
1779937741.5479202,36,348,1.1506,135514705592320
1779937742.0975401,36,356,1.2588,135514708029440
1779937742.6012533,36,325,1.1514,135514705592320
1779937743.1504538,37,333,1.1783,135514708029440
1779937743.6976156,35,330,1.2465,135514705592320
1779937744.2430103,37,332,1.1827,135514708029440
1779937744.7931006,35,323,1.1873,135514705592320
1779937745.341065,37,346,1.2280,135514708029440
1779937745.8411129,35,325,1.1967,135514705592320
1779937746.3885672,37,336,1.1908,135514708029440
1779937746.9162495,35,330,1.2297,135514705592320
1779937747.4625347,37,335,1.1885,135514708029440
1779937747.98973,36,329,1.2075,135514708029440
1779937748.5018294,36,362,1.2316,135514705592320
1779937749.002958,36,359,1.2357,135514708029440
1779937749.549377,36,348,1.3010,135514705592320
1779937750.097733,36,337,1.2527,135514708029440
1779937750.599206,36,331,1.1793,135514705592320
1779937751.1053734,36,333,1.2239,135514708029440
1779937751.6508262,36,328,1.1857,135514705592320
1779937752.1627843,36,332,1.2470,135514708029440
1779937752.6630633,36,327,1.1656,135514705592320
1779937753.2130601,37,336,1.2059,135514708029440
1779937753.7209249,35,331,1.2085,135514705592320
1779937754.269507,37,386,1.2240,135514708029440
1779937754.8184729,35,510,1.4994,135514705592320
1779937755.3216734,37,332,1.1823,135514708029440
1779937755.821727,35,326,1.1935,135514705592320
1779937756.3677957,37,339,1.2095,135514708029440
1779937756.8710647,35,328,1.1987,135514705592320
1779937757.389097,37,335,1.1831,135514708029440
1779937757.9376872,35,330,1.2225,135514705592320
1779937758.4381304,37,333,1.1779,135514708029440
1779937758.9401386,35,328,1.1990,135514705592320
1779937759.480461,37,333,1.1797,135514708029440
1779937760.0244384,35,335,1.2266,135514705592320
1779937760.5700436,37,336,1.1950,135514708029440
1779937761.10414,36,333,1.2290,135514708029440
1779937761.6492786,36,333,1.1769,135514705592320
1779937762.194213,36,344,1.2146,135514708029440
1779937762.7413568,36,325,1.1578,135514705592320
1779937763.287121,37,339,1.1972,135514708029440
1779937763.8341038,35,326,1.2019,135514705592320
1779937764.378871,37,334,1.2010,135514708029440
1779937764.9124238,35,329,1.2327,135514705592320
1779937765.4609516,37,332,1.1827,135514708029440
1779937766.008958,35,331,1.2371,135514705592320
1779937766.5549662,37,331,1.1895,135514708029440
1779937767.1017358,35,333,1.2057,135514705592320
1779937767.6467648,37,378,1.2441,135514708029440
1779937768.194667,36,331,1.2147,135514708029440
1779937768.740133,36,328,1.1657,135514705592320
1779937769.253285,36,336,1.2744,135514708029440
1779937769.8001506,36,332,1.1828,135514705592320
1779937770.3471305,37,334,1.1775,135514708029440
1779937770.890453,35,329,1.2305,135514705592320
1779937771.4335916,37,334,1.1941,135514708029440
1779937771.9757783,35,331,1.2098,135514705592320
1779937772.5211942,37,336,1.2203,135514708029440
1779937773.0628703,35,333,1.1978,135514705592320
1779937773.5630996,37,320,1.1582,135514708029440
1779937774.0807674,35,332,1.2352,135514705592320
1779937774.6181343,37,331,1.1726,135514708029440
1779937775.1560874,35,343,1.2018,135514705592320
1779937775.6945758,37,330,1.1886,135514708029440
1779937776.233972,36,334,1.2280,135514708029440
1779937776.7732964,36,325,1.1579,135514705592320
1779937777.312144,36,332,1.2475,135514708029440
1779937777.850578,36,328,1.1596,135514705592320
1779937778.3888993,37,333,1.1771,135514708029440
1779937778.9288285,35,333,1.2355,135514705592320
1779937779.4663494,37,333,1.1872,135514708029440
1779937779.9949,35,370,1.2776,135514705592320
1779937780.533781,37,522,1.4978,135514708029440
1779937781.0739048,35,326,1.1955,135514705592320
1779937781.6087673,37,333,1.1798,135514708029440
1779937782.1456606,35,335,1.2752,135514705592320
1779937782.6821039,37,331,1.1979,135514708029440
1779937783.220421,35,329,1.1987,135514705592320
1779937783.7574654,37,335,1.2006,135514708029440
1779937784.2971168,36,330,1.2137,135514708029440
1779937784.8348932,36,330,1.1532,135514705592320
1779937785.3763142,36,332,1.2335,135514708029440
1779937785.9150927,36,328,1.1663,135514705592320
1779937786.4516177,37,333,1.1818,135514708029440
1779937786.9913342,35,329,1.2264,135514705592320
1779937787.5320811,37,333,1.1762,135514708029440
1779937788.0715537,35,330,1.1976,135514705592320
1779937788.6115024,37,333,1.2074,135514708029440
1779937789.152514,35,331,1.1925,135514705592320
1779937789.6929388,37,327,1.1679,135514708029440
1779937790.234498,35,332,1.2549,135514705592320
1779937790.7756279,37,331,1.2065,135514708029440
1779937791.3164499,36,329,1.1883,135514708029440
1779937791.8522022,36,334,1.2017,135514705592320
1779937792.3919063,36,333,1.2251,135514708029440
1779937792.9390128,36,334,1.1695,135514705592320
1779937793.450169,36,375,1.2549,135514708029440
1779937793.990512,36,328,1.1666,135514705592320
1779937794.53029,37,331,1.1730,135514708029440
1779937795.0729504,35,335,1.2656,135514705592320
1779937795.6118581,37,338,1.1973,135514708029440
1779937796.1499362,35,325,1.1936,135514705592320
1779937796.6869743,37,337,1.2049,135514708029440
1779937797.224634,35,327,1.1911,135514705592320
1779937797.7622209,37,333,1.1847,135514708029440
1779937798.301188,35,332,1.2365,135514705592320
1779937798.8360755,37,331,1.1864,135514708029440
1779937799.3737624,36,332,1.2304,135514708029440
1779937799.9119787,36,330,1.1963,135514705592320
1779937800.4502394,36,330,1.2160,135514708029440
1779937800.995357,36,343,1.1674,135514705592320
1779937801.533257,37,339,1.2121,135514708029440
1779937802.0730414,35,330,1.2121,135514705592320
1779937802.6203358,37,333,1.1833,135514708029440
1779937803.1586878,35,333,1.2259,135514705592320
1779937803.6976745,37,334,1.1775,135514708029440
1779937804.2364318,35,330,1.1942,135514705592320
1779937804.773715,37,334,1.2144,135514708029440
1779937805.3114467,35,329,1.2079,135514705592320
1779937805.8479807,37,392,1.2742,135514708029440
1779937806.3858247,36,510,1.3558,135514708029440
1779937806.922628,36,326,1.1472,135514705592320
1779937807.432288,36,330,1.2112,135514708029440
1779937807.9461884,36,333,1.2254,135514705592320
1779937808.4821992,36,334,1.2227,135514708029440
1779937809.0175948,36,325,1.1578,135514705592320
1779937809.5518944,36,333,1.2450,135514708029440
1779937810.097899,36,328,1.1520,135514705592320
1779937810.6317365,37,335,1.2022,135514708029440
1779937811.156592,35,331,1.2302,135514705592320
1779937811.6898096,37,331,1.1745,135514708029440
1779937812.223326,35,331,1.2254,135514705592320
1779937812.7562926,37,337,1.2042,135514708029440
1779937813.2901902,35,330,1.2116,135514705592320
1779937813.823064,37,332,1.1826,135514708029440
1779937814.3612704,35,330,1.2289,135514705592320
1779937814.9020574,37,333,1.1799,135514708029440
1779937815.4471998,36,329,1.2116,135514708029440
1779937815.9710977,36,330,1.1945,135514705592320
1779937816.510155,36,337,1.2520,135514708029440
1779937817.04352,36,331,1.1545,135514705592320
1779937817.576893,36,332,1.2443,135514708029440
1779937818.1100917,36,328,1.1705,135514705592320
1779937818.6435618,37,336,1.1954,135514708029440
1779937819.176174,35,375,1.2417,135514705592320
1779937819.708448,37,329,1.1792,135514708029440
1779937820.239982,35,326,1.1791,135514705592320
1779937820.772972,37,337,1.2506,135514708029440
1779937821.3054056,35,325,1.1911,135514705592320
1779937821.8506775,37,332,1.1748,135514708029440
1779937822.385484,35,329,1.2269,135514705592320
1779937822.917785,37,327,1.1611,135514708029440
1779937823.4631445,35,333,1.2084,135514705592320
1779937823.995149,37,332,1.2028,135514708029440
1779937824.526324,36,337,1.2416,135514708029440
1779937825.0573876,36,326,1.1634,135514705592320
1779937825.5892007,36,336,1.2522,135514708029440
1779937826.121624,36,329,1.1631,135514705592320
1779937826.6527104,36,343,1.3123,135514708029440
1779937827.1848133,36,333,1.2027,135514705592320
1779937827.7172217,37,333,1.1883,135514708029440
1779937828.2506344,35,328,1.1970,135514705592320
1779937828.781691,37,329,1.1696,135514708029440
1779937829.3043804,35,341,1.2897,135514705592320
1779937829.8370864,37,326,1.1644,135514708029440
1779937830.3692536,35,326,1.1927,135514705592320
1779937830.8991585,37,338,1.2363,135514708029440
1779937831.430977,35,342,1.2405,135514705592320
1779937831.9593556,37,547,1.4630,135514708029440
1779937832.488349,35,333,1.1991,135514705592320
1779937833.015965,37,334,1.1795,135514708029440
1779937833.5435073,35,326,1.1870,135514705592320
1779937834.0712101,37,338,1.2102,135514708029440
1779937834.6032083,36,328,1.2000,135514708029440
1779937835.1335404,36,333,1.1806,135514705592320
1779937835.6636312,36,332,1.2491,135514708029440
1779937836.187738,36,333,1.1709,135514705592320
1779937836.7043738,36,329,1.2211,135514708029440
1779937837.2308826,36,336,1.2013,135514705592320
1779937837.7586732,37,336,1.1776,135514708029440
1779937838.2859042,35,331,1.2064,135514705592320
1779937838.800556,37,332,1.2028,135514708029440
1779937839.32812,35,327,1.2039,135514705592320
1779937839.856028,37,327,1.1535,135514708029440
1779937840.3844943,35,331,1.2253,135514705592320
1779937840.912213,37,333,1.1819,135514708029440
1779937841.443909,35,324,1.1900,135514705592320
1779937841.9504566,37,334,1.2180,135514708029440
1779937842.452556,35,329,1.2411,135514705592320
1779937843.0025938,37,331,1.1744,135514708029440
1779937843.511495,35,331,1.2414,135514705592320
1779937844.0383317,37,328,1.1669,135514708029440
1779937844.565546,35,352,1.2159,135514705592320
1779937845.0926297,37,360,1.2245,135514708029440
1779937845.6183286,35,330,1.2047,135514705592320
1779937846.1451008,37,341,1.1926,135514708029440
1779937846.6718554,36,334,1.2735,135514708029440
1779937847.2217221,36,332,1.1744,135514705592320
1779937847.7709537,36,329,1.2169,135514708029440
1779937848.2972858,36,333,1.1933,135514705592320
1779937848.8233874,36,330,1.2093,135514708029440
1779937849.3502908,36,331,1.1739,135514705592320
1779937849.8776007,37,333,1.2081,135514708029440
1779937850.4039025,35,329,1.2011,135514705592320
1779937850.929989,37,332,1.2004,135514708029440
1779937851.457085,35,330,1.2181,135514705592320
1779937851.9819586,37,330,1.1842,135514708029440
1779937852.5107942,35,342,1.3163,135514705592320
1779937853.0374923,37,335,1.2151,135514708029440
1779937853.5685778,35,333,1.1967,135514705592320
1779937854.093237,37,333,1.1845,135514708029440
1779937854.619685,35,328,1.2271,135514705592320
1779937855.144381,37,330,1.2003,135514708029440
1779937855.6780245,35,329,1.2007,135514705592320
1779937856.2057855,37,334,1.2052,135514708029440
1779937856.724613,35,329,1.1998,135514705592320
1779937857.252623,37,355,1.2605,135514708029440
1779937857.7811575,36,539,1.5437,135514708029440
1779937858.308765,36,336,1.1679,135514705592320
1779937858.837212,36,330,1.2046,135514708029440
1779937859.364581,36,335,1.1990,135514705592320
1779937859.8936071,36,333,1.2321,135514708029440
1779937860.4217288,36,330,1.1660,135514705592320
1779937860.9479167,37,333,1.1636,135514708029440
1779937861.4754364,35,334,1.2285,135514705592320
1779937862.0026555,37,335,1.1834,135514708029440
1779937862.5288298,35,331,1.2015,135514705592320
1779937863.0664508,37,343,1.2282,135514708029440
1779937863.5944622,35,328,1.2024,135514705592320
1779937864.1222193,37,335,1.1896,135514708029440
1779937864.648077,35,332,1.2233,135514705592320
1779937865.1732132,37,334,1.1785,135514708029440
1779937865.6868577,35,327,1.1991,135514705592320
1779937866.2144272,37,336,1.2126,135514708029440
1779937866.74136,35,327,1.2070,135514705592320
1779937867.268789,37,330,1.1776,135514708029440
1779937867.804276,36,333,1.2697,135514708029440
1779937868.3296354,36,326,1.1660,135514705592320
1779937868.8559525,36,327,1.2036,135514708029440
1779937869.3831308,36,337,1.2083,135514705592320
1779937869.9128606,36,329,1.2055,135514708029440
1779937870.4344509,36,356,1.1874,135514705592320
1779937870.9459338,36,352,1.2563,135514708029440
1779937871.4493754,36,332,1.1820,135514705592320
1779937871.996229,37,332,1.1754,135514708029440
1779937872.531584,35,334,1.2649,135514705592320
1779937873.0645642,37,333,1.1812,135514708029440
1779937873.5728302,35,326,1.2039,135514705592320
1779937874.1174438,37,335,1.2148,135514708029440
1779937874.6385322,35,325,1.1954,135514705592320
1779937875.178704,37,334,1.1810,135514708029440
1779937875.6962957,35,327,1.2275,135514705592320
1779937876.2071733,37,332,1.1834,135514708029440
1779937876.7105324,35,330,1.2127,135514705592320
1779937877.2541099,37,336,1.1967,135514708029440
1779937877.7885644,35,328,1.1965,135514705592320
1779937878.3222384,37,347,1.2908,135514708029440
1779937878.8564692,36,335,1.2533,135514708029440
1779937879.3567038,36,333,1.1818,135514705592320
1779937879.8905408,36,336,1.2278,135514708029440
1779937880.4242375,36,334,1.2007,135514705592320
1779937880.9619317,36,333,1.2499,135514708029440
1779937881.4941254,36,330,1.1726,135514705592320
1779937882.026456,36,333,1.2342,135514708029440
1779937882.5582948,36,334,1.1860,135514705592320
1779937883.0936604,37,373,1.2461,135514708029440
1779937883.6360803,35,519,1.5819,135514705592320
1779937884.1682096,37,337,1.1857,135514708029440
1779937884.6991134,35,326,1.1890,135514705592320
1779937885.2332096,37,338,1.2548,135514708029440
1779937885.764971,35,324,1.1958,135514705592320
1779937886.2999172,37,335,1.1838,135514708029440
1779937886.8330228,35,329,1.2291,135514705592320
1779937887.3636296,37,331,1.1817,135514708029440
1779937887.8961039,35,330,1.2066,135514705592320
1779937888.4440734,37,335,1.2062,135514708029440
1779937888.9740045,36,329,1.2076,135514708029440
1779937889.514793,36,329,1.1775,135514705592320
1779937890.0436935,36,336,1.2555,135514708029440
1779937890.5742967,36,327,1.1595,135514705592320
1779937891.1126318,36,333,1.2232,135514708029440
1779937891.6421638,36,332,1.2143,135514705592320
1779937892.1710832,37,337,1.1990,135514708029440
1779937892.7068403,35,322,1.1878,135514705592320
1779937893.2365386,37,335,1.2070,135514708029440
1779937893.7480493,35,327,1.2192,135514705592320
1779937894.2911475,37,331,1.1799,135514708029440
1779937894.8205886,35,326,1.2033,135514705592320
1779937895.3398554,37,336,1.2127,135514708029440
1779937895.8724425,35,330,1.2102,135514705592320
1779937896.401216,37,387,1.2205,135514708029440
1779937896.9325514,35,329,1.2207,135514705592320
1779937897.4619162,37,334,1.1859,135514708029440
1779937897.9915795,35,324,1.1492,135514705592320
1779937898.5199199,37,337,1.2412,135514708029440
1779937899.0495245,36,328,1.2022,135514708029440
1779937899.5781322,36,329,1.1604,135514705592320
1779937900.1076455,36,332,1.2478,135514708029440
1779937900.6355531,36,328,1.1775,135514705592320
1779937901.1640549,36,332,1.2257,135514708029440
1779937901.6920729,36,336,1.2006,135514705592320
1779937902.2384214,37,331,1.1814,135514708029440
1779937902.7385447,35,329,1.1979,135514705592320
1779937903.2698872,37,333,1.1979,135514708029440
1779937903.798031,35,342,1.2976,135514705592320
1779937904.3254242,37,335,1.2052,135514708029440
1779937904.8548656,35,331,1.2229,135514705592320
1779937905.3838844,37,334,1.1930,135514708029440
1779937905.8872526,35,326,1.1889,135514705592320
1779937906.4160354,37,338,1.2199,135514708029440
1779937906.9421923,35,328,1.2317,135514705592320
1779937907.4691682,37,333,1.1815,135514708029440
1779937907.997526,35,329,1.2167,135514705592320
1779937908.5218446,37,337,1.2022,135514708029440
1779937909.0466478,35,408,1.3658,135514705592320
1779937909.5718436,37,480,1.4978,135514708029440
1779937910.0984457,73,10658,2.2852,135514708029440
1779937910.6342247,37,345,1.2258,135514705592320
1779937911.1563492,36,337,1.3149,135514708029440
1779937911.6793594,36,334,1.2336,135514705592320
1779937912.200611,36,335,1.2652,135514708029440
1779937912.7235134,36,329,1.2239,135514705592320
1779937913.244892,36,340,1.2582,135514708029440
1779937913.7663574,36,332,1.2179,135514705592320
1779937914.28896,37,335,1.2440,135514708029440
1779937914.8135023,35,328,1.2405,135514705592320
1779937915.334931,37,334,1.2369,135514708029440
1779937915.8590562,35,327,1.2607,135514705592320
1779937916.3676648,37,332,1.2211,135514708029440
1779937916.8794186,35,328,1.2450,135514705592320
1779937917.4065166,37,337,1.2454,135514708029440
1779937917.9114854,35,329,1.2526,135514705592320
1779937918.4207616,37,332,1.2295,135514708029440
1779937918.9425788,35,325,1.2340,135514705592320
1779937919.4617136,37,338,1.2799,135514708029440
1779937919.982026,35,326,1.2330,135514705592320
1779937920.502842,37,335,1.2381,135514708029440
1779937921.0249326,35,330,1.2530,135514705592320
1779937921.545444,37,335,1.2193,135514708029440
1779937922.0658097,35,373,1.2399,135514705592320
1779937922.5672886,37,337,1.2472,135514708029440
1779937923.0935082,35,331,1.2432,135514705592320
1779937923.6155665,37,334,1.2520,135514708029440
1779937924.1391563,35,334,1.2668,135514705592320
1779937924.6738312,37,328,1.2059,135514708029440
1779937925.195956,36,330,1.2582,135514708029440
1779937925.7373934,36,330,1.2308,135514705592320
1779937926.2619307,36,333,1.2472,135514708029440
1779937926.7818646,36,332,1.2096,135514705592320
1779937927.3019412,36,335,1.2732,135514708029440
1779937927.8278334,36,329,1.2060,135514705592320
1779937928.352154,36,338,1.2904,135514708029440
1779937928.8748472,36,332,1.2138,135514705592320
1779937929.4004326,37,342,1.2730,135514708029440
1779937929.9470277,35,343,1.3111,135514705592320
1779937930.4714205,37,335,1.2428,135514708029440
1779937930.9945412,35,334,1.2521,135514705592320
